bin	address	file_date	job_num	doc_num	job type	job_status	status_date	lic_num	applicant	in audit	zoning	details 
1089378	275 WEST  140 STREET MANHATTAN	06/15/2017	121241995	01	SG	X SIGNED OFF	09/21/2017	0087243 PE	WONG		NOT APPLICABLE	" 
		
			 ERECT AN ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL.NOT WITHIN VIEW OF AR
		  
		
			 Work on Floor(s): OSP
"
1089378	275 WEST  140 STREET MANHATTAN	05/16/2017	122136660	03	A2	P APPROVED	05/31/2017		DIBARI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	03/28/2017	121851834	07	NB	P APPROVED	04/10/2017	0062063 PE	DIBARI		GRANTED 12/11/2014	" 
		
			 POST APPROVAL AMENDMENT FOR 03
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	03/01/2017	121851834	06	NB	P APPROVED	03/07/2017	0062063 PE	DIBARI		GRANTED 12/11/2014	" 
		
			 POST APPROVAL AMENDMENT FOR 03
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	02/10/2017	121851834	05	NB	P APPROVED	02/14/2017		AUFGANG		GRANTED 12/11/2014	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	01/13/2017	122815695	01	A2	R PERMIT-ENTIRE	02/03/2017	0021706 RA	MCINTOSH		NOT APPLICABLE	" 
		
			 RENOVATE CELLAR AND 1ST FLOOR OF MIXED USE BUILDING IN ORDER TO INSTALL
		  
		
			 Work on Floor(s): CEL,1ST
"
1089378	275 WEST  140 STREET MANHATTAN	01/04/2017	122136660	02	A2	P APPROVED	01/13/2017		DIBARI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	11/18/2016	121851834	04	NB	P APPROVED	01/06/2017	0062063 PE	DIBARI		GRANTED 12/11/2014	" 
		
			 POST APPROVAL AMENDMENT FOR 03
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	07/28/2016	122123950	02	A2	P APPROVED	08/10/2016		CRUZ		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	07/20/2016	122835986	01	SC	U COMPLETED	07/03/2017	0032789 RA	AUFGANG		NOT APPLICABLE	" 
		
			 SUBDIVISION OF TAX LOT 60 INTO FOUR (4) CONDOMINIUM TAX LOTS 1001 TO 1004.
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	06/29/2016	122634961	01	A2	X SIGNED OFF	04/19/2017	0084072 PE	CRUZ		NOT APPLICABLE	" 
		
			 INSTALLATION OF MANUAL AND AUTOMATIC SMOKE/HEAT DETECTION  AND SPRINKLER F
		  
		
			 Work on Floor(s): CEL,001
"
1089378	275 WEST  140 STREET MANHATTAN	11/10/2015	140427900	01	A3	X SIGNED OFF	01/31/2017	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 INSTALLATION OF PIPE SCAFFOLDING AS PER PLANS. WORK SHALL COMPLY WITH 2014
		  
		
			 Work on Floor(s): OSP
"
1089378	275 WEST  140 STREET MANHATTAN	10/22/2015	122563671	01	A3	X SIGNED OFF	11/17/2016	0082512 PE	VALJATO		NOT APPLICABLE	" 
		
			 TO A ERECT A PERSONNEL/MATERIAL HOIST. THIS APPLICATION INVOLVES NO CHANGE
		  
		
			 Work on Floor(s): ROF                      001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	10/22/2015	140417591	01	A3	R PERMIT-ENTIRE	10/22/2015	0075478 PE	ESTEVEZ		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 07/31/2017 CANTILEVER PLATFORM FOR SUPPORT OF EXTERIOR PIPE
		  
		
			 Work on Floor(s): ROF                      001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	06/23/2015	140364987	01	A3	X SIGNED OFF	01/31/2017	0083278 PE	HOQUE		NOT APPLICABLE	" 
		
			 INSTALLATION OF SIDEWALK SHED AS PER PLANS. WORK SHALL COMPLY WITH 2014 BU
		  
		
			 Work on Floor(s): OSP
"
1089378	275 WEST  140 STREET MANHATTAN	01/12/2015	122245258	01	A2	X SIGNED OFF	01/25/2017	0060229 PE	BROOKER		NOT APPLICABLE	" 
		
			 FILING FOR SUPPORT OF EXCAVATION IN CONJUNCTION WITH NB #121851834.  NO CH
		  
		
			 Work on Floor(s): OSP
"
1089378	275 WEST  140 STREET MANHATTAN	12/05/2014	122136642	01	A3	X SIGNED OFF	11/08/2017	0032789 RA	AUFGANG		NOT APPLICABLE	" 
		
			 FILING FOR PROTECTION PLAN IN CONJUNCTION WITH NB#121851834
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	12/05/2014	122136651	01	A2	X SIGNED OFF	05/26/2017	0062063 PE	DIBARI		NOT APPLICABLE	" 
		
			 FILING FOR TEMPORARY STANDPIPE WORK IN CONJUNCTION WITH NB#121851834
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	12/05/2014	122136660	01	A2	X SIGNED OFF	06/13/2017	0062063 PE	DIBARI		NOT APPLICABLE	" 
		
			 FILING FOR SPRINKLER / STANDPIPE WORK IN CONJUNCTION WITH NB#121851834
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	12/05/2014	122123950	01	A2	X SIGNED OFF	04/19/2017	0084072 PE	CRUZ		NOT APPLICABLE	" 
		
			 INSTALLATION OF AUTOMATIC SMOKE/HEAT DETECTION & SPRINKLER ALARM. NO CHANG
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	12/02/2014	121851834	03	NB	R PERMIT-ENTIRE	04/16/2015	0062063 PE	DIBARI		GRANTED 12/11/2014	" 
		
			 SUBSEQUENT FILING FOR MEP WORK IN CONJUNCTION WITH NB #121851834
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	10/09/2014	122136599	01	A3	R PERMIT-ENTIRE	02/10/2017	0084274 PE	MCCREEDY		NOT APPLICABLE	" 
		
			 FILING FOR B.P.P WORK IN CONJUNCTION WITH NB# 121851834
		  
		
			 Work on Floor(s): OSP
"
1089378	275 WEST  140 STREET MANHATTAN	09/17/2014	121851834	02	NB	R PERMIT-ENTIRE	04/15/2015	0060229 PE	BROOKER		GRANTED 12/11/2014	" 
		
			 SUBSEQUENT FILING FOR STRUCTURAL / FOUNDATION FOR NEW BUILDING
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 008
"
1089378	275 WEST  140 STREET MANHATTAN	09/17/2014	122068528	01	A2	J P/E DISAPPROVED	12/31/2014	0060229 PE	BROOKER		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 09/27/2016 FILING FOR SUPPORT OF EXCAVATION IN CONJUNCTION W
		  
		
			 Work on Floor(s): OSP
"
1089378	275 WEST  140 STREET MANHATTAN	11/22/2013	121851834	01	NB	R PERMIT-ENTIRE	12/12/2016	0032789 RA	AUFGANG		GRANTED 12/11/2014	" 
		
			 FILING FOR THE ERECTION OF CELLAR + 8 STORY NEW BUILDING.
		"
1059111	350 WEST  120 STREET MANHATTAN	09/09/2015	103648448	01	A3	R PERMIT-ENTIRE	09/11/2015	0070592 PE	STILLER		NOT APPLICABLE	" 
		
			 FN/ PS180M - SUBMITTING ON BEHALF OF CONTRACTOR FOR THE INSTALLATION OF
		  
		
			 Work on Floor(s): OSP
"
1059111	350 WEST  120 STREET MANHATTAN	07/21/2015	103643489	04	A2	P APPROVED	07/21/2015		SEWANI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): ROF                      001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	05/08/2015	103648064	01	A2	X SIGNED OFF	07/08/2016	0077251 PE	MALEK		NOT APPLICABLE	" 
		
			 FILL AND SEAL EXISTING ASPHALT PAVEMENT, INSTALL NEW SAFETY SURFACE AND
		  
		
			 Work on Floor(s): OSP
"
1059111	350 WEST  120 STREET MANHATTAN	09/27/2014	103644273	02	A2	P APPROVED	09/27/2014		DESROCHE		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 INSTALL NEW SPLIT AIR AC UNIT IN ROOM 322 C
		  
		
			 Work on Floor(s): 003,ROF
"
1059111	350 WEST  120 STREET MANHATTAN	09/18/2014	103643693	02	A2	P APPROVED	09/18/2014		CANNIZAR		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS,ROF,1ST,2ND,3RD,4TH
"
1059111	350 WEST  120 STREET MANHATTAN	10/25/2013	103645012	01	A3	X SIGNED OFF	03/15/2016	0071297 PE	FARUQI		NOT APPLICABLE	" 
		
			 INSTALLATION OF PIPE SCAFFOLDING AS INDICATED ON PLANS. THERE WILL BE NO C
		  
		
			 Work on Floor(s): OSP
"
1059111	350 WEST  120 STREET MANHATTAN	09/26/2013	103644772	01	A3	X SIGNED OFF	03/22/2016	0071297 PE	FARUQI		NOT APPLICABLE	" 
		
			 INSTALLATION OF SIDEWALK SHED AS INDICATED ON PLANS. THERE WILL BE NO CHAN
		  
		
			 Work on Floor(s): OSP
"
1059111	350 WEST  120 STREET MANHATTAN	09/17/2013	103644745	01	A3	X SIGNED OFF	03/21/2016	0071297 PE	FARUQI		NOT APPLICABLE	" 
		
			 INSTALLATION OF TEMPORARY FENCE SHED AS INDICATED ON PLANS. THERE WILL BE
		  
		
			 Work on Floor(s): OSP
"
1059111	350 WEST  120 STREET MANHATTAN	07/01/2013	103644273	01	A2	X SIGNED OFF	11/16/2016	0065346 PE	DESROCHE		NOT APPLICABLE	" 
		
			 INSTALL NEW SPLIT AIR AC UNIT IN ROOM 322 CONDENSOR ON ROOF.
		  
		
			 Work on Floor(s): 003,ROF
"
1059111	350 WEST  120 STREET MANHATTAN	04/15/2013	103641187	02	A2	P APPROVED	04/15/2013		RAI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	04/03/2013	103643693	01	A2	X SIGNED OFF	03/18/2015	0044616 PE	CANNIZAR		NOT APPLICABLE	" 
		
			 FILING FOR SCIENCE LAB UPGRADE,MINOR PARTITIONS,FLOORING AND PLUMBING FIXT
		  
		
			 Work on Floor(s): BAS,ROF,1ST,2ND,3RD,4TH
"
1059111	350 WEST  120 STREET MANHATTAN	04/02/2013	102315184	02	A2	P APPROVED	04/02/2013		MENA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): BAS,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/13/2013	103643489	03	A2	X SIGNED OFF	03/25/2016	0019446 RA	BEKLAVAC		NOT APPLICABLE	" 
		
			 REMOVE AND DISCARD ALL  LOOSE PLASTER AND PEELING PAINT AT CEILINGS AND WA
		  
		
			 Work on Floor(s): ROF                      001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/13/2013	103643489	02	A2	X SIGNED OFF	03/25/2016	0067900 PE	KHALIL		NOT APPLICABLE	" 
		
			 REMOVE AND REPLACE 4 EXISTING ROOF DRAINS AND  REFLASH 7 EXISITNG VENT STA
		  
		
			 Work on Floor(s): ROF                      001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/13/2013	103643489	01	A2	X SIGNED OFF	03/25/2016	0068968 PE	SEWANI		NOT APPLICABLE	" 
		
			 REPLACEMENT OF FACEBRICK, LINTELS AND PARAPETS, PARTIAL ROOF STRIP TO FACI
		  
		
			 Work on Floor(s): ROF                      001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	04/26/2012	102388417	02	A2	P APPROVED	04/26/2012		KHALIL		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL
"
1059111	350 WEST  120 STREET MANHATTAN	09/28/2011	103641187	01	A2	X SIGNED OFF	06/06/2013	0054711 PE	RAI		NOT APPLICABLE	" 
		
			 SUBMISSION OF ENERGY ANALYSIS ASSOCIATED WITH REPLACEMENT OF INTERIOR LIGH
		  
		
			 Work on Floor(s): BAS,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	09/21/2011	102020901	07	A2	P APPROVED	09/21/2011		SZATKOWS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 02
		  
		
			 Work on Floor(s): ENT,IRE
"
1059111	350 WEST  120 STREET MANHATTAN	08/19/2011	102020901	06	A2	P APPROVED	08/19/2011	0057604 PE	SZATKOWS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 03
		  
		
			 Work on Floor(s): ENT,IRE
"
1059111	350 WEST  120 STREET MANHATTAN	06/29/2011	103640384	02	A2	P APPROVED	06/29/2011		PATEL		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 SCOPE OF WORK: APPLICATION FILED TO ONLY MO
		  
		
			 Work on Floor(s): CEL
"
1059111	350 WEST  120 STREET MANHATTAN	06/02/2011	102020901	05	A2	P APPROVED	06/02/2011	0057604 PE	SZATKOWS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 02
		  
		
			 Work on Floor(s): ENT,IRE
"
1059111	350 WEST  120 STREET MANHATTAN	06/02/2011	102020901	04	A2	P APPROVED	06/02/2011	0057604 PE	SZATKOWS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): ENT,IRE
"
1059111	350 WEST  120 STREET MANHATTAN	05/10/2011	103640384	01	A2	R PERMIT-ENTIRE	08/22/2011	0073676 PE	PATEL		NOT APPLICABLE	" 
		
			 SCOPE OF WORK: APPLICATION FILED TO ONLY MODIFY EXISTING STEEL SERVICE PLA
		  
		
			 Work on Floor(s): CEL
"
1059111	350 WEST  120 STREET MANHATTAN	04/11/2011	120657020	01	A2	X SIGNED OFF	12/06/2012	0017578 RA	FORMICHE		NOT APPLICABLE	" 
		
			 INSTALLATION OF A TEMPORARY TENT IN THE COURTYARD OF PS 180 FOR THE COMMUN
		  
		
			 Work on Floor(s): 001
"
1059111	350 WEST  120 STREET MANHATTAN	04/14/2008	102266771	02	PA	P APPROVED	04/14/2008		MOZUR		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 001
"
1059111	350 WEST  120 STREET MANHATTAN	04/14/2008	102266780	02	PA	P APPROVED	04/14/2008		MOZUR		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 001
"
1059111	350 WEST  120 STREET MANHATTAN	03/14/2008	102318804	09	A2	P APPROVED	03/14/2008		KHALIL		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 02
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	10/17/2007	102121222	03	PA	P APPROVED	10/17/2007	0031331 PE	MOZUR		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 PS180 FIRST FLOOR AUDITORIUM
		  
		
			 Work on Floor(s): 1
"
1059111	350 WEST  120 STREET MANHATTAN	03/22/2007	102388417	01	A2	X SIGNED OFF	07/23/2013	0067900 PE	KHALIL		NOT APPLICABLE	" 
		
			 PS180 IN CONJ W/102318804 HW HEATR TO BE BL WKTYPE SINCE EQ EXCEEDS 3500
		  
		
			 Work on Floor(s): CEL
"
1059111	350 WEST  120 STREET MANHATTAN	03/20/2007	102388453	01	A2	X SIGNED OFF	09/24/2010	0053541 PE	HAHN		NOT APPLICABLE	" 
		
			 PS180 ANSUL SYSTEM W/102318804 SHUT-OFFVALVE FOR JOB
		  
		
			 Work on Floor(s): 1
"
1059111	350 WEST  120 STREET MANHATTAN	02/07/2007	102318804	08	A2	P APPROVED	02/07/2007	0067900 PE	KHALIL		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 02
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	01/10/2007	102318804	07	A2	P APPROVED	01/10/2007	0579351 PE	KRISHNAN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	11/02/2006	102318804	06	A2	P APPROVED	11/02/2006	0067900 PE	KHALIL		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 02
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	10/24/2006	102318804	05	A2	P APPROVED	10/24/2006	0579351 PE	KRISHNAN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/17/2005	102318804	04	A2	X SIGNED OFF	09/26/2013	0019446 RA	BEKVALAC		NOT APPLICABLE	" 
		
			 PS180 REMOVE EXIST FENCE & REPLACE W/ NE W 8' WROUGHT IRON PICKET FENCE
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/17/2005	102318804	03	A2	X SIGNED OFF	09/26/2013	0073676 PE	PATEL		NOT APPLICABLE	" 
		
			 PS180 REPAIR BEAM W/ST REPAIR CONCRETE C LOSE OUT EXIST HATCH. APPLICATI
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/17/2005	102318804	02	A2	X SIGNED OFF	09/26/2013	0067900 PE	KHALIL		NOT APPLICABLE	" 
		
			 PS180 CAP & REMOVE EXIST GAS PIPING & GA S SERVICE, CAP & REMOVE EXIST H
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	03/17/2005	102318804	01	A2	X SIGNED OFF	09/26/2013	0579351 PE	KRISHNAN		NOT APPLICABLE	" 
		
			 PS180 BRUNER REPLACEMENT PROJECT BL RETU BING, NEW BREACHING & CHIMNEY L
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	11/16/2004	102315184	01	A2	X SIGNED OFF	07/23/2013	0075969 PE	MENA		NOT APPLICABLE	" 
		
			 PS180 REPLACEMENT OF LOW VOLTAGE SYSTEM FA SYSTEM INCLUDED. ELECTRICAL S
		  
		
			 Work on Floor(s): BAS,ROF                  001 thru 004
"
1059111	350 WEST  120 STREET MANHATTAN	11/01/2002	102266780	01	PA	U COMPLETED	01/07/2009	0031331 PE	MOZUR		NOT APPLICABLE	
1061049	656 ST NICHOLAS AVENUE MANHATTAN	11/26/2014	122197103	01	A2	R PERMIT-ENTIRE	12/05/2014	0016552 RA	WONG		NOT APPLICABLE	" 
		
			 RENOVATE APTS.# 42 & # 53. MINOR NON BEARING PARTITION REMOVAL; NEW PARTIT
		  
		
			 Work on Floor(s): 004,005
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	11/21/2013	121800630	01	A2	X SIGNED OFF	02/05/2015	0016552 RA	WONG		NOT APPLICABLE	" 
		
			 RENOVATE APTS.# 43 ON 4TH FL. MINOR NON BEARING PARTITION REMOVAL; NEW
		  
		
			 Work on Floor(s): 004
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	03/18/2013	121558643	01	A2	X SIGNED OFF	04/14/2014	0016552 RA	WONG		NOT APPLICABLE	" 
		
			 RENOVATE APTS.# 25 ON SECOND FL. MINOR NON BEARING PARTITION REMOVAL; NEW
		  
		
			 Work on Floor(s): 002
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	08/17/2012	121347863	01	A2	R PERMIT-ENTIRE	10/02/2012	0087077 PE	HAFFEY		NOT APPLICABLE	" 
		
			 INTERIOR RENOVATION OF APARTMENT 1 TO INCLUDE BATHROOM, KITCHEN AND LIVING
		"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	06/05/2012	121002690	02	A2	D A/P ENTIRE	06/08/2012		ROSENBER		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 005
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	03/16/2012	120952781	02	A2	P APPROVED	03/20/2012		KOHN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	03/08/2012	121002690	01	A2	R PERMIT-ENTIRE	07/27/2012	0015038 RA	ROSENBER		NOT APPLICABLE	" 
		
			 INTERIOR RENOVATION OF APARTMENT 52 TO INCLUDE BATHROOM, KITCHEN AND LIVIN
		  
		
			 Work on Floor(s): 005
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	01/18/2012	120952781	01	A2	X SIGNED OFF	09/13/2012	0030088 RA	KOHN		NOT APPLICABLE	" 
		
			 RENOVATION IN APT.55, NEW PARTITIONS AND CEILING WORK, NEW FLOOR AND EXT F
		"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	12/05/2011	120821067	02	A2	P APPROVED	12/06/2011		BAZINI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	09/09/2011	120821067	01	A2	X SIGNED OFF	06/05/2012	0087678 PE	BAZINI		NOT APPLICABLE	" 
		
			 REPLACE BOILER AND GAS/OIL BURNER WITH (3) BOILERS. REMOVE FUEL STORAGE TA
		  
		
			 Work on Floor(s): CEL,ROF
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	05/13/2011	120689727	01	A2	R PERMIT-ENTIRE	05/20/2011	0020199 RA	BARUJEL		NOT APPLICABLE	" 
		
			 INTERIOR ALTERATIONS TO APT. #31 (3RD FLOOR). PARTITIONS AND PLUMBING. NO
		  
		
			 Work on Floor(s): 003
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	05/12/2011	120689308	01	A2	B A/P UNPAID	05/12/2011	0020199 RA	BARUJEL		NOT APPLICABLE	" 
		
			 INTERIOR ALTERATIONS TO APT. #31 (3RD FLOOR). PARTITIONS AND PLUMBING. NO
		  
		
			 Work on Floor(s): 003
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	11/18/2008	110392717	01	A2	R PERMIT-ENTIRE	10/07/2009	0078891 PE	MARZILIA		NOT APPLICABLE	" 
		
			 INSTALL SMOKE DETECTION SYSTEM WITH CENTRAL OFFICE CONNECTION AS PER PLANS
		  
		
			 Work on Floor(s): ROF,BAS                  001 thru 006
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	11/14/2007	110021271	01	A3	R PERMIT-ENTIRE	04/03/2008	OT	DOWNES		NOT APPLICABLE	" 
		
			 INSTALLATION OF 50 LINEAR FEET OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL
		  
		
			 Work on Floor(s): OSP
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	10/17/2007	104933075	01	A2	R PERMIT-ENTIRE	11/16/2007	0075189 PE	BASHIR		NOT APPLICABLE	" 
		
			 THE SCOPE INCLUDE: REPLACEMENT OF PARAPETS, REPLACEMENT OF LINTELS, MASO
		  
		
			 Work on Floor(s): 006
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	06/07/2004	103803840	01	A2	X SIGNED OFF	06/23/2009	0020651 RA	Silver		NOT APPLICABLE	" 
		
			 Application filed to rebuild and replace 50 linear feet of parapet wall. N
		  
		
			 Work on Floor(s): ROF
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	05/18/2004	103789919	01	A3	R PERMIT-ENTIRE	05/19/2004	OT	Singh		NOT APPLICABLE	" 
		
			 Installation of 40 linear feet of light duty sidewalk shed for waterproofi
		  
		
			 Work on Floor(s): 001
"
1061049	656 ST NICHOLAS AVENUE MANHATTAN	09/27/1997	101608299	01	A2	X SIGNED OFF	01/26/1998	0047135 PE	GERMAIN,		NOT APPLICABLE	" 
		
			 INSTALL NEW CONTROL REDUCER ON CHIMNEY O UTLET 10 GAUGE STEEL.NO CHANGE
		"
1084479	2551 A    8 AVENUE MANHATTAN	05/27/1993	100134338	03	NB	X SIGNED OFF	01/11/1996	0630861 PE	DONALD		NOT APPLICABLE	" 
		
			 CONSTRUCTION OF NEW 4 STORY, 2 FAMILY HOUSE
		  
		
			 Work on Floor(s): 1ST,2ND,3RD,4TH
"
1084479	2551 A    8 AVENUE MANHATTAN	05/27/1993	100134338	02	NB	X SIGNED OFF	01/11/1996	0060943 PE	SLUTSKY		NOT APPLICABLE	" 
		
			 CONSTRUCTION OF NEW 4 STORY, 2 FAMILY HOUSE
		  
		
			 Work on Floor(s): 1ST,2ND,3RD,4TH
"
1084479	2551 A    8 AVENUE MANHATTAN	05/26/1993	100134329	03	NB	X SIGNED OFF	01/18/1996	0630861 PE	DONALD		NOT APPLICABLE	" 
		
			 CONSTRUCTION OF NEW 4 STORY, 2 FAMILY HOUSE
		  
		
			 Work on Floor(s): 1ST,2ND,3RD,4TH
"
1084479	2551 A    8 AVENUE MANHATTAN	05/26/1993	100134329	02	NB	X SIGNED OFF	01/18/1996	0060943 PE	SLUTSKY		NOT APPLICABLE	" 
		
			 CONSTRUCTION OF NEW 4 STORY, 2 FAMILY HOUSE
		  
		
			 Work on Floor(s): 1ST,2ND,3RD,4TH
"
1084479	2551 A    8 AVENUE MANHATTAN	12/07/1990	100134338	01	NB	X SIGNED OFF	01/11/1996	0009723 RA	JOCOBS		NOT APPLICABLE	
1087115	529 WEST  147 STREET MANHATTAN	06/06/2017	122720608	03	A2	P APPROVED	06/22/2017		MRAKOVCI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): PEN,ROF                  001 thru 006
"
1087115	529 WEST  147 STREET MANHATTAN	08/24/2016	140540047	01	A3	X SIGNED OFF	03/03/2017	0082770 PE	BAILEY		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGR
		  
		
			 Work on Floor(s): OSP
"
1087115	529 WEST  147 STREET MANHATTAN	08/24/2016	140539996	01	A3	X SIGNED OFF	03/03/2017	0082770 PE	BAILEY		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE
		  
		
			 Work on Floor(s): OSP
"
1087115	529 WEST  147 STREET MANHATTAN	06/24/2016	122720608	02	A2	P APPROVED	06/29/2016		MRAKOVCI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): PEN,ROF                  001 thru 006
"
